transaction_date,value_date,description,reference,debit,credit,balance
2024-08-15,2024-08-15,"Service payment - Howard, Cunningham and Murphy",REF20714999,0.0,319.87,196960.33
2024-08-15,2024-08-15,Project payment - Lucero-Pope,REF99780080,0.0,565.36,197525.69
2024-08-15,2024-08-15,"Service payment - Hernandez, Sanders and Williams",REF15316914,0.0,397.66,197923.35
2024-08-15,2024-08-15,"Service payment - Wilson, Murphy and Sanders",REF82765724,0.0,883.76,198807.11
2024-08-15,2024-08-15,"Service payment - Hernandez, Jones and Adams",REF48128896,0.0,449.43,199256.54
2024-08-15,2024-08-15,"Invoice payment - Horton, Adams and Smith",REF87355635,0.0,401.13,199657.67
2016-08-21,2016-08-21,Coworking space rental,REF66461007,214.59,0.0,3698.04
2016-08-21,2016-08-21,Professional software license,REF52058610,121.55,0.0,3576.49
2016-08-27,2016-08-27,Business meal,REF85186782,211.34,0.0,3365.15
2016-09-09,2016-09-09,Accounting expense,REF57938732,240.67,0.0,3124.48
2016-09-09,2016-09-09,Business travel,REF85671422,243.45,0.0,2881.03
2016-09-15,2016-09-15,Business travel,REF93629397,570.77,0.0,2310.26
2016-09-15,2016-09-15,"Service payment - Franklin, Smith and Farrell",REF40705329,0.0,1243.94,3554.2
2016-09-15,2016-09-15,Project payment - Freeman PLC,REF66368819,0.0,600.12,4154.32
2016-09-15,2016-09-15,"Payment from Luna, Quinn and Wilson",REF79863837,0.0,887.09,5041.41
2016-09-15,2016-09-15,Payment from Shannon PLC,REF43551897,0.0,758.88,5800.29
2016-09-15,2016-09-15,"Service payment - Williams, Martinez and Smith",REF13708768,0.0,1031.93,6832.22
2016-09-15,2016-09-15,Business insurance premium,REF73886734,157.9,0.0,6674.32
2016-09-15,2016-09-15,Project payment - Campbell Inc,REF84776996,0.0,1019.92,7694.24
2016-09-15,2016-09-15,"Invoice payment - Christian, Morris and Weaver",REF33895051,0.0,734.42,8428.66
2016-09-19,2016-09-19,Equipment purchase,REF44798727,101.09,0.0,8327.57
2016-09-21,2016-09-21,Professional software license,REF45496884,201.84,0.0,8125.73
2016-09-22,2016-09-22,Marketing expenses,REF66175308,340.82,0.0,7784.91
2016-09-25,2016-09-25,Business meal,REF73468490,318.2,0.0,7466.71
2016-09-28,2016-09-28,Accounting expense,REF99472949,265.64,0.0,7201.07
2016-09-29,2016-09-29,Equipment purchase,REF66088533,193.98,0.0,7007.09
2016-10-04,2016-10-04,Training/conference,REF78342058,319.87,0.0,6687.22
2016-10-09,2016-10-09,Business meal,REF96263933,264.83,0.0,6422.39
2016-10-15,2016-10-15,Business insurance premium,REF28347137,170.22,0.0,6252.17
2016-10-15,2016-10-15,"Invoice payment - Christian, Morris and Weaver",REF42793531,0.0,1117.95,7370.12
2016-10-15,2016-10-15,"Service payment - Williams, Martinez and Smith",REF92646806,0.0,1177.78,8547.9
2016-10-15,2016-10-15,Payment from Campbell Inc,REF20325312,0.0,1151.78,9699.68
2016-10-15,2016-10-15,"Invoice payment - Luna, Quinn and Wilson",REF54779325,0.0,766.21,10465.89
2016-10-15,2016-10-15,Invoice payment - Shannon PLC,REF21311440,0.0,677.42,11143.31
2016-10-15,2016-10-15,Invoice payment - Freeman PLC,REF52695424,0.0,614.15,11757.46
2016-10-15,2016-10-15,"Service payment - Franklin, Smith and Farrell",REF89478484,0.0,1260.54,13018.0
2016-10-21,2016-10-21,Professional software license,REF76733144,239.32,0.0,12778.68
2016-10-25,2016-10-25,Training/conference,REF54378052,163.13,0.0,12615.55
2016-11-02,2016-11-02,Training/conference,REF35984930,112.1,0.0,12503.45
2016-11-06,2016-11-06,Coworking space rental,REF64554031,280.51,0.0,12222.94
2016-11-06,2016-11-06,Business meal,REF95350156,218.58,0.0,12004.36
2016-11-09,2016-11-09,Equipment purchase,REF94236471,28.35,0.0,11976.01
2016-11-09,2016-11-09,Business meal,REF52766013,120.48,0.0,11855.53
2016-11-15,2016-11-15,"Service payment - Williams, Martinez and Smith",REF58084161,0.0,772.25,12627.78
2016-11-15,2016-11-15,Business insurance premium,REF78060093,152.97,0.0,12474.81
2016-11-15,2016-11-15,"Payment from Franklin, Smith and Farrell",REF19413290,0.0,1223.36,13698.17
2016-11-15,2016-11-15,Invoice payment - Campbell Inc,REF49452936,0.0,984.62,14682.79
2016-11-15,2016-11-15,"Project payment - Luna, Quinn and Wilson",REF33028807,0.0,464.41,15147.2
2016-11-15,2016-11-15,Invoice payment - Shannon PLC,REF92703059,0.0,633.73,15780.93
2016-11-15,2016-11-15,Project payment - Smith Inc,REF75364467,0.0,962.47,16743.4
2016-11-15,2016-11-15,"Invoice payment - Christian, Morris and Weaver",REF11363840,0.0,977.32,17720.72
2016-11-17,2016-11-17,Coworking space rental,REF99161257,467.99,0.0,17252.73
2016-11-18,2016-11-18,Training/conference,REF28217923,217.36,0.0,17035.37
2016-11-20,2016-11-20,Business meal,REF12031900,286.84,0.0,16748.53
2016-11-21,2016-11-21,Professional software license,REF91955805,232.87,0.0,16515.66
2016-11-21,2016-11-21,Business meal,REF33105119,428.58,0.0,16087.08
2016-11-26,2016-11-26,Equipment purchase,REF70145601,182.31,0.0,15904.77
2016-11-27,2016-11-27,Business travel,REF56252283,510.14,0.0,15394.63
2016-11-27,2016-11-27,Business meal,REF23554697,245.3,0.0,15149.33
2016-12-02,2016-12-02,Business meal,REF78953562,169.42,0.0,14979.91
2016-12-03,2016-12-03,Training/conference,REF23601852,228.33,0.0,14751.58
2016-12-11,2016-12-11,Equipment purchase,REF13923442,76.12,0.0,14675.46
2016-12-15,2016-12-15,Invoice payment - Campbell Inc,REF35514299,0.0,947.42,15622.88
2016-12-15,2016-12-15,Project payment - Smith Inc,REF80846042,0.0,637.12,16260.0
2016-12-15,2016-12-15,"Payment from Luna, Quinn and Wilson",REF38221360,0.0,462.15,16722.15
2016-12-15,2016-12-15,"Payment from Williams, Martinez and Smith",REF42618978,0.0,789.3,17511.45
2016-12-15,2016-12-15,"Service payment - Franklin, Smith and Farrell",REF42247943,0.0,1106.88,18618.33
2016-12-15,2016-12-15,Invoice payment - Freeman PLC,REF70390104,0.0,484.71,19103.04
2016-12-15,2016-12-15,"Payment from Christian, Morris and Weaver",REF64266905,0.0,655.6,19758.64
2016-12-15,2016-12-15,Service payment - Shannon PLC,REF92127002,0.0,788.63,20547.27
2016-12-15,2016-12-15,Business insurance premium,REF73329999,132.43,0.0,20414.84
2016-12-21,2016-12-21,Business meal,REF96653945,199.78,0.0,20215.06
2016-12-21,2016-12-21,Professional software license,REF62351241,178.11,0.0,20036.95
2016-12-24,2016-12-24,Equipment purchase,REF84783074,86.26,0.0,19950.69
2016-12-26,2016-12-26,Coworking space rental,REF32283732,246.57,0.0,19704.12
2017-01-06,2017-01-06,Equipment purchase,REF90816593,112.68,0.0,19591.44
2017-01-08,2017-01-08,Business travel,REF98734686,440.02,0.0,19151.42
2017-01-11,2017-01-11,Business travel,REF39629934,332.89,0.0,18818.53
2017-01-12,2017-01-12,Business meal,REF45506098,206.87,0.0,18611.66
2017-01-15,2017-01-15,"Service payment - Christian, Morris and Weaver",REF53101455,0.0,1212.01,19823.67
2017-01-15,2017-01-15,"Invoice payment - Franklin, Smith and Farrell",REF14717529,0.0,1573.15,21396.82
2017-01-15,2017-01-15,Project payment - Smith Inc,REF63120385,0.0,777.05,22173.87
2017-01-15,2017-01-15,"Project payment - Luna, Quinn and Wilson",REF75386731,0.0,798.64,22972.51
2017-01-15,2017-01-15,Payment from Shannon PLC,REF44326511,0.0,1025.15,23997.66
2017-01-15,2017-01-15,Payment from Freeman PLC,REF56861643,0.0,673.55,24671.21
2017-01-15,2017-01-15,"Service payment - Williams, Martinez and Smith",REF64089174,0.0,1134.23,25805.44
2017-01-15,2017-01-15,Invoice payment - Campbell Inc,REF59934612,0.0,1211.22,27016.66
2017-01-15,2017-01-15,Business insurance premium,REF52775423,165.18,0.0,26851.48
2017-01-16,2017-01-16,Equipment purchase,REF25663937,74.26,0.0,26777.22
2017-01-16,2017-01-16,Marketing expenses,REF96449416,434.0,0.0,26343.22
2017-01-21,2017-01-21,Professional software license,REF16365067,251.76,0.0,26091.46
2017-01-22,2017-01-22,Business meal,REF53706696,214.77,0.0,25876.69
2017-01-22,2017-01-22,Accounting expense,REF22640527,223.78,0.0,25652.91
2017-01-23,2017-01-23,Accounting expense,REF96064440,200.37,0.0,25452.54
2017-02-05,2017-02-05,Coworking space rental,REF52022987,279.68,0.0,25172.86
2017-02-06,2017-02-06,Training/conference,REF40639648,301.8,0.0,24871.06
2017-02-14,2017-02-14,Marketing expenses,REF62011488,403.98,0.0,24467.08
2017-02-15,2017-02-15,"Project payment - Franklin, Smith and Farrell",REF42248300,0.0,1206.94,25674.02
2017-02-15,2017-02-15,Invoice payment - Smith Inc,REF60688943,0.0,759.11,26433.13
2017-02-15,2017-02-15,Invoice payment - Shannon PLC,REF13149264,0.0,789.25,27222.38
2017-02-15,2017-02-15,"Service payment - Luna, Quinn and Wilson",REF35071994,0.0,520.83,27743.21
2017-02-15,2017-02-15,Invoice payment - Freeman PLC,REF67372810,0.0,661.64,28404.85
2017-02-15,2017-02-15,"Service payment - Christian, Morris and Weaver",REF59801834,0.0,715.58,29120.43
2017-02-15,2017-02-15,Invoice payment - Campbell Inc,REF69486036,0.0,1651.47,30771.9
2017-02-15,2017-02-15,Business insurance premium,REF72707987,149.82,0.0,30622.08
2017-02-15,2017-02-15,"Invoice payment - Williams, Martinez and Smith",REF14326324,0.0,783.63,31405.71
2017-02-17,2017-02-17,Business meal,REF53808351,206.67,0.0,31199.04
2017-02-20,2017-02-20,Business meal,REF33468820,387.56,0.0,30811.48
2017-02-20,2017-02-20,Training/conference,REF92417505,140.86,0.0,30670.62
2017-02-21,2017-02-21,Professional software license,REF24874835,215.74,0.0,30454.88
2017-02-22,2017-02-22,Business meal,REF33250417,232.93,0.0,30221.95
2017-03-01,2017-03-01,Marketing expenses,REF74811047,236.54,0.0,29985.41
2017-03-01,2017-03-01,Accounting expense,REF14896386,256.8,0.0,29728.61
2017-03-09,2017-03-09,Coworking space rental,REF24697903,373.34,0.0,29355.27
2017-03-15,2017-03-15,"Payment from Luna, Quinn and Wilson",REF85087965,0.0,496.06,29851.33
2017-03-15,2017-03-15,Invoice payment - Freeman PLC,REF10296942,0.0,327.83,30179.16
2017-03-15,2017-03-15,Project payment - Smith Inc,REF13198071,0.0,725.47,30904.63
2017-03-15,2017-03-15,Business insurance premium,REF77373679,137.26,0.0,30767.37
2017-03-15,2017-03-15,Payment from Shannon PLC,REF11210239,0.0,813.65,31581.02
2017-03-15,2017-03-15,Project payment - Campbell Inc,REF23529590,0.0,1190.19,32771.21
2017-03-15,2017-03-15,"Invoice payment - Williams, Martinez and Smith",REF74726841,0.0,754.91,33526.12
2017-03-15,2017-03-15,"Payment from Christian, Morris and Weaver",REF41705546,0.0,867.63,34393.75
2017-03-15,2017-03-15,"Project payment - Franklin, Smith and Farrell",REF80756364,0.0,1452.51,35846.26
2017-03-18,2017-03-18,Marketing expenses,REF10203118,320.38,0.0,35525.88
2017-03-21,2017-03-21,Professional software license,REF61935549,165.23,0.0,35360.65
2017-04-01,2017-04-01,Business travel,REF31447209,378.67,0.0,34981.98
2017-04-02,2017-04-02,Coworking space rental,REF80392341,315.3,0.0,34666.68
2017-04-13,2017-04-13,Business travel,REF53786125,558.93,0.0,34107.75
2017-04-15,2017-04-15,Business insurance premium,REF72857594,131.95,0.0,33975.8
2017-04-15,2017-04-15,Payment from Shannon PLC,REF94864709,0.0,802.51,34778.31
2017-04-15,2017-04-15,"Invoice payment - Williams, Martinez and Smith",REF39036295,0.0,975.21,35753.52
2017-04-15,2017-04-15,"Invoice payment - Franklin, Smith and Farrell",REF97048175,0.0,1263.64,37017.16
2017-04-15,2017-04-15,"Payment from Luna, Quinn and Wilson",REF37845736,0.0,558.02,37575.18
2017-04-15,2017-04-15,Invoice payment - Smith Inc,REF74945641,0.0,776.58,38351.76
2017-04-15,2017-04-15,Invoice payment - Freeman PLC,REF79617711,0.0,475.34,38827.1
2017-04-15,2017-04-15,Invoice payment - Campbell Inc,REF90461032,0.0,941.78,39768.88
2017-04-21,2017-04-21,Professional software license,REF43860066,180.66,0.0,39588.22
2017-04-25,2017-04-25,Business travel,REF54489473,632.03,0.0,38956.19
2017-04-26,2017-04-26,Marketing expenses,REF21503453,309.56,0.0,38646.63
2017-04-27,2017-04-27,Coworking space rental,REF60417376,200.06,0.0,38446.57
2017-04-27,2017-04-27,Accounting expense,REF48041696,265.92,0.0,38180.65
2017-04-28,2017-04-28,Accounting expense,REF98692661,115.11,0.0,38065.54
2017-04-29,2017-04-29,Coworking space rental,REF27830250,187.45,0.0,37878.09
2017-04-30,2017-04-30,Accounting expense,REF53880416,43.96,0.0,37834.13
2017-05-01,2017-05-01,Training/conference,REF64198776,200.83,0.0,37633.3
2017-05-05,2017-05-05,Training/conference,REF91414245,133.69,0.0,37499.61
2017-05-05,2017-05-05,Business meal,REF11358596,317.78,0.0,37181.83
2017-05-07,2017-05-07,Coworking space rental,REF47813829,327.84,0.0,36853.99
2017-05-08,2017-05-08,Coworking space rental,REF39241071,224.01,0.0,36629.98
2017-05-10,2017-05-10,Business travel,REF99980439,475.88,0.0,36154.1
2017-05-11,2017-05-11,Marketing expenses,REF37858383,348.41,0.0,35805.69
2017-05-13,2017-05-13,Business meal,REF36846260,283.77,0.0,35521.92
2017-05-15,2017-05-15,"Invoice payment - Luna, Quinn and Wilson",REF50703824,0.0,438.58,35960.5
2017-05-15,2017-05-15,"Service payment - Franklin, Smith and Farrell",REF21411942,0.0,943.85,36904.35
2017-05-15,2017-05-15,Training/conference,REF29037039,192.86,0.0,36711.49
2017-05-15,2017-05-15,Service payment - Freeman PLC,REF77056599,0.0,423.2,37134.69
2017-05-15,2017-05-15,Business insurance premium,REF29595255,123.54,0.0,37011.15
2017-05-15,2017-05-15,Project payment - Smith Inc,REF78030959,0.0,489.0,37500.15
2017-05-15,2017-05-15,"Payment from Christian, Morris and Weaver",REF50982790,0.0,911.12,38411.27
2017-05-15,2017-05-15,Service payment - Shannon PLC,REF78601933,0.0,640.68,39051.95
2017-05-20,2017-05-20,Accounting expense,REF76512058,58.63,0.0,38993.32
2017-05-21,2017-05-21,Professional software license,REF55908726,202.1,0.0,38791.22
2017-05-28,2017-05-28,Business meal,REF89304542,210.56,0.0,38580.66
2017-05-28,2017-05-28,Accounting expense,REF75866484,221.18,0.0,38359.48
2017-05-31,2017-05-31,Business travel,REF13488783,341.99,0.0,38017.49
2017-06-06,2017-06-06,Business meal,REF78769031,157.3,0.0,37860.19
2017-06-12,2017-06-12,Training/conference,REF70173914,235.4,0.0,37624.79
2017-06-12,2017-06-12,Business travel,REF79198448,359.39,0.0,37265.4
2017-06-15,2017-06-15,Business insurance premium,REF86582649,103.69,0.0,37161.71
2017-06-15,2017-06-15,Invoice payment - Smith Inc,REF82779606,0.0,511.63,37673.34
2017-06-15,2017-06-15,Service payment - Campbell Inc,REF98546793,0.0,1172.87,38846.21
2017-06-15,2017-06-15,"Project payment - Franklin, Smith and Farrell",REF30123475,0.0,854.73,39700.94
2017-06-15,2017-06-15,Invoice payment - Freeman PLC,REF30559370,0.0,367.58,40068.52
2017-06-15,2017-06-15,Project payment - Shannon PLC,REF66361773,0.0,643.77,40712.29
2017-06-15,2017-06-15,"Payment from Christian, Morris and Weaver",REF43452938,0.0,816.8,41529.09
2017-06-15,2017-06-15,"Project payment - Williams, Martinez and Smith",REF22324433,0.0,713.9,42242.99
2017-06-15,2017-06-15,"Payment from Luna, Quinn and Wilson",REF37633112,0.0,652.07,42895.06
2017-06-18,2017-06-18,Business travel,REF24196154,376.18,0.0,42518.88
2017-06-21,2017-06-21,Professional software license,REF17467405,152.01,0.0,42366.87
2017-06-28,2017-06-28,Training/conference,REF46674242,113.98,0.0,42252.89
2017-06-29,2017-06-29,Accounting expense,REF57340543,104.07,0.0,42148.82
2017-07-02,2017-07-02,Training/conference,REF91894230,231.63,0.0,41917.19
2017-07-03,2017-07-03,Training/conference,REF54051366,113.94,0.0,41803.25
2017-07-03,2017-07-03,Business travel,REF48994611,209.62,0.0,41593.63
2017-07-08,2017-07-08,Training/conference,REF85087379,191.14,0.0,41402.49
2017-07-11,2017-07-11,Training/conference,REF79493828,111.15,0.0,41291.34
2017-07-11,2017-07-11,Business travel,REF79253266,185.19,0.0,41106.15
2017-07-11,2017-07-11,Equipment purchase,REF51005851,151.95,0.0,40954.2
2017-07-12,2017-07-12,Training/conference,REF49144802,92.1,0.0,40862.1
2017-07-15,2017-07-15,"Payment from Franklin, Smith and Farrell",REF90739925,0.0,952.99,41815.09
2017-07-15,2017-07-15,Business insurance premium,REF42100541,95.74,0.0,41719.35
2017-07-15,2017-07-15,Coworking space rental,REF32386307,259.12,0.0,41460.23
2017-07-15,2017-07-15,"Service payment - Williams, Martinez and Smith",REF71243125,0.0,581.02,42041.25
2017-07-15,2017-07-15,Payment from Freeman PLC,REF34345738,0.0,310.29,42351.54
2017-07-15,2017-07-15,Service payment - Shannon PLC,REF11255923,0.0,483.05,42834.59
2017-07-15,2017-07-15,"Invoice payment - Christian, Morris and Weaver",REF80047288,0.0,684.82,43519.41
2017-07-15,2017-07-15,Project payment - Campbell Inc,REF90697720,0.0,770.6,44290.01
2017-07-15,2017-07-15,"Project payment - Luna, Quinn and Wilson",REF62787091,0.0,392.01,44682.02
2017-07-15,2017-07-15,Payment from Smith Inc,REF34376011,0.0,373.31,45055.33
2017-07-16,2017-07-16,Coworking space rental,REF31372622,169.67,0.0,44885.66
2017-07-21,2017-07-21,Professional software license,REF39164261,135.05,0.0,44750.61
2017-07-22,2017-07-22,Coworking space rental,REF85490959,173.85,0.0,44576.76
2017-07-25,2017-07-25,Accounting expense,REF39908854,145.56,0.0,44431.2
2017-07-26,2017-07-26,Business travel,REF98064498,188.1,0.0,44243.1
2017-07-28,2017-07-28,Coworking space rental,REF85069570,217.64,0.0,44025.46
2017-07-30,2017-07-30,Equipment purchase,REF99229552,72.25,0.0,43953.21
2017-08-03,2017-08-03,Accounting expense,REF80652610,148.2,0.0,43805.01
2017-08-04,2017-08-04,Business travel,REF84964848,282.11,0.0,43522.9
2017-08-05,2017-08-05,Training/conference,REF85854895,176.38,0.0,43346.52
2017-08-06,2017-08-06,Business travel,REF73678156,281.0,0.0,43065.52
2017-08-07,2017-08-07,Business meal,REF41058945,228.15,0.0,42837.37
2017-08-09,2017-08-09,Coworking space rental,REF33004277,268.33,0.0,42569.04
2017-08-15,2017-08-15,Business insurance premium,REF19777192,125.42,0.0,42443.62
2017-08-15,2017-08-15,"Payment from Christian, Morris and Weaver",REF27325244,0.0,676.86,43120.48
2017-08-15,2017-08-15,Payment from Freeman PLC,REF15543475,0.0,450.87,43571.35
2017-08-15,2017-08-15,"Project payment - Williams, Martinez and Smith",REF53449179,0.0,604.37,44175.72
2017-08-15,2017-08-15,Marketing expenses,REF94162837,223.05,0.0,43952.67
2017-08-15,2017-08-15,Invoice payment - Campbell Inc,REF54678835,0.0,790.14,44742.81
2017-08-15,2017-08-15,Invoice payment - Shannon PLC,REF18188113,0.0,642.93,45385.74
2017-08-15,2017-08-15,"Invoice payment - Franklin, Smith and Farrell",REF60421617,0.0,961.17,46346.91
2017-08-21,2017-08-21,Professional software license,REF89826695,169.95,0.0,46176.96
2017-08-23,2017-08-23,Training/conference,REF39141431,92.01,0.0,46084.95
2017-08-25,2017-08-25,Business meal,REF14467506,141.5,0.0,45943.45
2017-08-25,2017-08-25,Equipment purchase,REF42837258,123.89,0.0,45819.56
2017-08-29,2017-08-29,Business meal,REF99904445,192.18,0.0,45627.38
2017-09-01,2017-09-01,Equipment purchase,REF32339026,158.19,0.0,45469.19
2017-09-03,2017-09-03,Marketing expenses,REF58197591,375.68,0.0,45093.51
2017-09-04,2017-09-04,Business travel,REF67777374,281.75,0.0,44811.76
2017-09-04,2017-09-04,Marketing expenses,REF11703614,221.06,0.0,44590.7
2017-09-15,2017-09-15,"Payment from Christian, Morris and Weaver",REF23781334,0.0,1144.39,45735.09
2017-09-15,2017-09-15,Payment from Shannon PLC,REF82353846,0.0,629.26,46364.35
2017-09-15,2017-09-15,Payment from Smith Inc,REF84107926,0.0,730.99,47095.34
2017-09-15,2017-09-15,Service payment - Freeman PLC,REF50019461,0.0,496.59,47591.93
2017-09-15,2017-09-15,"Payment from Williams, Martinez and Smith",REF56459133,0.0,1082.68,48674.61
2017-09-15,2017-09-15,Payment from Campbell Inc,REF62261328,0.0,1398.1,50072.71
2017-09-15,2017-09-15,Business insurance premium,REF19757844,152.56,0.0,49920.15
2017-09-15,2017-09-15,"Project payment - Franklin, Smith and Farrell",REF12215585,0.0,1457.93,51378.08
2017-09-15,2017-09-15,"Project payment - Luna, Quinn and Wilson",REF71594270,0.0,655.08,52033.16
2017-09-16,2017-09-16,Equipment purchase,REF11125412,203.01,0.0,51830.15
2017-09-21,2017-09-21,Professional software license,REF65732808,218.58,0.0,51611.57
2017-09-23,2017-09-23,Business travel,REF86830187,627.89,0.0,50983.68
2017-09-23,2017-09-23,Accounting expense,REF52523392,154.45,0.0,50829.23
2017-10-06,2017-10-06,Training/conference,REF14142248,214.35,0.0,50614.88
2017-10-09,2017-10-09,Marketing expenses,REF39991337,252.17,0.0,50362.71
2017-10-12,2017-10-12,Equipment purchase,REF61390138,168.52,0.0,50194.19
2017-10-13,2017-10-13,Accounting expense,REF93700803,232.14,0.0,49962.05
2017-10-15,2017-10-15,Business insurance premium,REF50222651,172.24,0.0,49789.81
2017-10-15,2017-10-15,Invoice payment - Shannon PLC,REF59011417,0.0,843.94,50633.75
2017-10-15,2017-10-15,Invoice payment - Freeman PLC,REF63134445,0.0,589.85,51223.6
2017-10-15,2017-10-15,Invoice payment - Campbell Inc,REF61558852,0.0,1841.62,53065.22
2017-10-15,2017-10-15,"Service payment - Williams, Martinez and Smith",REF83134415,0.0,919.47,53984.69
2017-10-15,2017-10-15,"Project payment - Luna, Quinn and Wilson",REF83681391,0.0,922.7,54907.39
2017-10-15,2017-10-15,Invoice payment - Smith Inc,REF22748415,0.0,1001.85,55909.24
2017-10-15,2017-10-15,"Payment from Franklin, Smith and Farrell",REF36098425,0.0,1609.02,57518.26
2017-10-16,2017-10-16,Business meal,REF21436826,444.47,0.0,57073.79
2017-10-19,2017-10-19,Training/conference,REF90332007,159.05,0.0,56914.74
2017-10-19,2017-10-19,Accounting expense,REF11665274,217.25,0.0,56697.49
2017-10-21,2017-10-21,Professional software license,REF93331190,242.47,0.0,56455.02
2017-10-22,2017-10-22,Business travel,REF97251407,578.39,0.0,55876.63
2017-11-03,2017-11-03,Business travel,REF20336368,350.13,0.0,55526.5
2017-11-03,2017-11-03,Marketing expenses,REF51936093,333.52,0.0,55192.98
2017-11-05,2017-11-05,Coworking space rental,REF10701359,143.74,0.0,55049.24
2017-11-06,2017-11-06,Business travel,REF90974853,414.37,0.0,54634.87
2017-11-10,2017-11-10,Accounting expense,REF76178163,189.22,0.0,54445.65
2017-11-11,2017-11-11,Business meal,REF68449198,391.92,0.0,54053.73
2017-11-12,2017-11-12,Marketing expenses,REF19118413,174.04,0.0,53879.69
2017-11-12,2017-11-12,Coworking space rental,REF56059982,336.36,0.0,53543.33
2017-11-15,2017-11-15,Business meal,REF12341789,384.49,0.0,53158.84
2017-11-15,2017-11-15,Payment from Campbell Inc,REF43995357,0.0,1022.94,54181.78
2017-11-15,2017-11-15,"Project payment - Franklin, Smith and Farrell",REF64611490,0.0,1070.09,55251.87
2017-11-15,2017-11-15,Business insurance premium,REF63813092,154.61,0.0,55097.26
2017-11-15,2017-11-15,Project payment - Smith Inc,REF86288105,0.0,838.16,55935.42
2017-11-15,2017-11-15,Invoice payment - Freeman PLC,REF36777102,0.0,587.09,56522.51
2017-11-15,2017-11-15,"Service payment - Christian, Morris and Weaver",REF10841371,0.0,1094.06,57616.57
2017-11-15,2017-11-15,Project payment - Shannon PLC,REF65326454,0.0,768.88,58385.45
2017-11-15,2017-11-15,"Project payment - Luna, Quinn and Wilson",REF28349400,0.0,500.96,58886.41
2017-11-17,2017-11-17,Marketing expenses,REF92521332,264.3,0.0,58622.11
2017-11-21,2017-11-21,Professional software license,REF44210678,214.66,0.0,58407.45
2017-12-01,2017-12-01,Equipment purchase,REF41878117,149.76,0.0,58257.69
2017-12-02,2017-12-02,Marketing expenses,REF99148131,337.71,0.0,57919.98
2017-12-03,2017-12-03,Business travel,REF21376497,309.51,0.0,57610.47
2017-12-07,2017-12-07,Coworking space rental,REF59679331,199.45,0.0,57411.02
2017-12-09,2017-12-09,Accounting expense,REF82704354,162.13,0.0,57248.89
2017-12-13,2017-12-13,Accounting expense,REF59423459,172.73,0.0,57076.16
2017-12-15,2017-12-15,Service payment - Campbell Inc,REF15073846,0.0,1185.68,58261.84
2017-12-15,2017-12-15,"Invoice payment - Franklin, Smith and Farrell",REF51968577,0.0,1033.51,59295.35
2017-12-15,2017-12-15,"Project payment - Christian, Morris and Weaver",REF63580247,0.0,702.99,59998.34
2017-12-15,2017-12-15,Project payment - Smith Inc,REF64592069,0.0,535.93,60534.27
2017-12-15,2017-12-15,Service payment - Freeman PLC,REF14430603,0.0,392.95,60927.22
2017-12-15,2017-12-15,"Service payment - Williams, Martinez and Smith",REF72303395,0.0,836.79,61764.01
2017-12-15,2017-12-15,Business insurance premium,REF28866916,122.74,0.0,61641.27
2017-12-15,2017-12-15,"Project payment - Luna, Quinn and Wilson",REF78769179,0.0,482.29,62123.56
2017-12-15,2017-12-15,Payment from Shannon PLC,REF40447524,0.0,694.62,62818.18
2017-12-15,2017-12-15,Business travel,REF29778023,448.6,0.0,62369.58
2017-12-18,2017-12-18,Business meal,REF44618498,93.6,0.0,62275.98
2017-12-18,2017-12-18,Accounting expense,REF55055258,158.46,0.0,62117.52
2017-12-19,2017-12-19,Equipment purchase,REF10336298,108.92,0.0,62008.6
2017-12-21,2017-12-21,Business meal,REF89508515,283.2,0.0,61725.4
2017-12-21,2017-12-21,Professional software license,REF40152908,189.13,0.0,61536.27
2017-12-24,2017-12-24,Accounting expense,REF32570666,201.94,0.0,61334.33
2017-12-26,2017-12-26,Business travel,REF35706521,373.3,0.0,60961.03
2017-12-29,2017-12-29,Business travel,REF82579989,116.72,0.0,60844.31
2018-01-07,2018-01-07,Business meal,REF75547406,318.78,0.0,60525.53
2018-01-12,2018-01-12,Accounting expense,REF52451921,241.02,0.0,60284.51
2018-01-15,2018-01-15,"Invoice payment - Christian, Morris and Weaver",REF23395862,0.0,1164.48,61448.99
2018-01-15,2018-01-15,"Service payment - Luna, Quinn and Wilson",REF46887888,0.0,698.39,62147.38
2018-01-15,2018-01-15,Service payment - Shannon PLC,REF99332148,0.0,824.31,62971.69
2018-01-15,2018-01-15,Payment from Campbell Inc,REF57848724,0.0,1434.35,64406.04
2018-01-15,2018-01-15,Business insurance premium,REF74974001,166.93,0.0,64239.11
2018-01-15,2018-01-15,Payment from Smith Inc,REF72184500,0.0,828.45,65067.56
2018-01-15,2018-01-15,"Invoice payment - Williams, Martinez and Smith",REF26606334,0.0,1116.91,66184.47
2018-01-16,2018-01-16,Training/conference,REF52027351,280.61,0.0,65903.86
2018-01-20,2018-01-20,Business meal,REF70249467,302.65,0.0,65601.21
2018-01-21,2018-01-21,Professional software license,REF33272554,255.65,0.0,65345.56
2018-01-23,2018-01-23,Marketing expenses,REF79226322,253.75,0.0,65091.81
2018-01-26,2018-01-26,Business travel,REF52690239,533.34,0.0,64558.47
2018-01-27,2018-01-27,Business meal,REF13073786,282.81,0.0,64275.66
2018-01-30,2018-01-30,Business travel,REF85608028,645.8,0.0,63629.86
2018-01-31,2018-01-31,Accounting expense,REF39802562,335.89,0.0,63293.97
